标注说明：,,,,,,,,,,,,,,,
无用：0,,,,,,,,,,,,,,,
正面：1,,,,,,,,,,,,,,,
负面：2,,,,,,,,,,,,,,,
中性：3,,,,,,,,,,,,,,,
正面、负面均为有用评论,,,,,,,,,,,,,,,
分工,序号,评论ID,用户昵称,用户ID,评论内容,发布时间,点赞数,是否为子评论,父评论ID,爬取时间,来源文件,来源工作表,读取时间,标注,分工.1
蔡欣颖,248,246107000000.0,伝説の鲨芙芙,15094250.0,虽然但是，沾点牌子的自行车还真不比电动车便宜多少，中端就得几千起了[笑哭],2024-11-06 03:47:52,7,否,,2026-01-21 12:33:47,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,3751,262723000000.0,起个名真难啊呃呃,3494380000000000.0,现在的租电锂电池一半都是60的，,2025-05-25 13:02:46,0,否,,2026-01-21 12:28:29,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,442,115389000000.0,意_识_流,428968322.0,要快买电摩走机动车道啊。,2022-06-03 11:58:42,0,是,115365000000.0,2026-01-21 12:08:39,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,1053,244697000000.0,遥迩,883512.0,"因为国内很多城市都禁摩限摩,所以国内的电动车基因上就是从自行车发展来的.
一些老一辈的还习惯把电动车叫&#34;助动车&#34;.包括所谓国标也都是按自行车性能设置的,这些都是基因上的钢印.
所以也别怪老百姓把电动车当自行车了.归根到底,从一开始禁摩限摩就抹杀了大部分老百姓&#34;骑摩托车&#34;的意识.",2024-10-16 05:25:27,1,否,,2026-01-21 12:41:58,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,3118,262817000000.0,彼岸渡梦客,333222553.0,初犯不应该罚款，只能口头警告，看的出来很多人不知道这条规定，而且商家也在出售60v电池，应该发的是商家和出售60v电池接口的电动车厂商，但是老实人活该被罚。,2025-05-26 14:53:30,0,否,,2026-01-21 12:26:11,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,90,263650000000.0,慕楠枝叶,1784182526.0,明知道超标还跑过去[笑哭],2025-05-24 17:51:32,416,否,,2026-01-21 12:17:01,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,463,282213000000.0,天之骄子s,424960485.0,同样电动  四轮大力发展,2025-12-02 12:56:02,1,否,,2026-01-21 12:44:25,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (10),2026-01-21 14:24:36,1.0,蔡欣颖
蔡欣颖,2037,263777000000.0,2Amor_,11513204.0,讲的清楚明白,2025-05-25 23:30:46,0,否,,2026-01-21 12:22:14,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,685,244659000000.0,Amtalya,418204.0,这样吧，先严抓四轮车乱停非机动车道。另外，能不能不要在非机动车道上划停车位。,2024-10-15 17:29:55,6,否,,2026-01-21 12:40:52,B站评论_BV1bc2oYaEhG_20260121_124325.xlsx,评论数据,2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,1133,246410000000.0,清考教育集团,611631591.0,划重点:考驾照，买保险。增加国家收入[脱单doge],2024-11-09 23:11:58,0,否,,2026-01-21 12:36:51,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,1152,282035000000.0,兔兔八哥,358698387.0,真离谱就，交警站中间看着，非机动车道停两排，电动车自行车去机动车道走，行人也走不了自己的路，一起挤就完了，交警都解决不了只能看着把自行车解决了就完了？只会机动车更多，路上的僵尸车更多，乱停车更多，现在都没停车的地方了只会更乱[喜极而泣],2025-11-10 11:28:57,1,否,,2026-01-21 12:54:00,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (11),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,2231,274725000000.0,南湾く魚,35416629.0,"那人均骑杜卡迪送外卖吧[doge]
       你说是不是，古尔丹",2025-08-31 21:34:58,0,否,,2026-01-21 13:00:21,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,614,263867000000.0,海森bro,1381792319.0,回复 @PK哦鳄梨 :你跟这种急啥，本来生活就不容易发泄一下。,2025-05-27 00:15:09,1,是,262829000000.0,2026-01-21 12:17:37,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,2592,284492000000.0,天坠のSirrah,153816.0,说一千道一万，结果真考虑老百姓通勤什么的实用适用，还不如把禁摩令撤了，主要还不是因为很多地方摩托车现在没法用才催生出来一堆超标电动车代替摩托车在路上跑，现在搞出来新国标，把替代摩托车的超标电动车禁了，过一段时间一样会催生出代替摩托车功能的不在限制内的其他玩意，不一定非要骑这不实用的小电驴，老百姓真正需求的是一款能买菜带娃，不容易被堵车，速度不要太慢在路上浪费太多时间，也方便停车不用到处找车位，能耗还便宜的通勤工具，而不是某一款特定的交通工具,2025-12-06 04:54:53,0,否,,2026-01-21 12:13:59,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,3465,273346000000.0,灯雪魔,3493270000000000.0,十公里不得骑半个钟以上,2025-08-31 14:41:35,0,否,,2026-01-21 13:05:09,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,919,244504000000.0,e6n4,522436150.0,不一定,2024-10-16 12:00:24,0,是,244443000000.0,2026-01-21 12:41:33,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,915,282240000000.0,亦辰惹的祸,99427392.0,[doge][doge_金箍]有没有可能是“监禁”车[微笑],2025-12-02 18:52:22,0,否,,2026-01-21 12:46:08,B站评论_BV1Y5SCBiE8M_20260121_124623.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,857,282302000000.0,NYXG3i9,3690980000000000.0,雅迪这个车子真的是惊为天人，在车头上减配一点给个坐桶也行，坐垫最多上完牌后上网买个配件也能解决,2025-12-03 12:29:45,0,否,,2026-01-21 13:08:59,B站评论_BV1M8S1BPERN_20260121_130914.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,670,270319000000.0,伏隆,1963902203.0,扭矩型低转电机,2025-07-27 23:38:27,1,是,270288000000.0,2026-01-21 12:52:43,B站评论_BV1ya84z3EaS_20260121_125405.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,742,282374000000.0,账号已注销,3546850000000000.0,[打call],2025-12-04 06:54:33,0,否,,2026-01-21 12:45:32,B站评论_BV1Y5SCBiE8M_20260121_124623.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,1769,274941000000.0,haidoke,5941342.0,外卖骑手骑电摩就行了，自己上摩托车牌照,2025-09-03 10:39:59,0,否,,2026-01-21 12:58:34,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,642,173709000000.0,黄见乐,373265246.0,唱双簧是吧,2023-07-07 19:22:34,2,否,,2026-01-21 12:09:06,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,412,282613000000.0,爱哭的金克丝,2034416194.0,可以室内充电吗[doge],2025-12-06 17:22:45,0,否,,2026-01-21 12:30:41,B站评论_BV19q25BjEhy_20260121_123041.xlsx,评论数据,2026-01-21 14:24:34,3.0,蔡欣颖
蔡欣颖,928,282505000000.0,菲I克劳塞尔,29671961.0,不如自行车了[嗑瓜子],2025-12-05 16:35:22,0,否,,2026-01-21 12:51:07,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (12),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,28,282457000000.0,ob64ca12e51ecb,345942060.0,专家这种东西……,2025-12-05 00:46:51,19,是,284352000000.0,2026-01-21 12:48:18,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (12),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,566,284369000000.0,非主流政经,277056839.0,大家可以向当地人大代表反映，他们有立法权！,2025-12-04 22:34:42,0,否,,2026-01-21 13:07:47,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (5),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,3697,273236000000.0,多兰盾official,20348562.0,占半个非机动车道乱开的违规四轮电动不管，横冲直撞的电三轮不管，只会挑软柿子,2025-08-30 14:56:21,0,否,,2026-01-21 13:06:00,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,1491,263873000000.0,可乐鸡翅Cby,6587847.0,有病一样，多一块电池不就能多跑点路么？上纲上线的,2025-05-27 01:50:42,0,否,,2026-01-21 12:20:11,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,820,284359000000.0,ie梁伟强,357933140.0,这不是瞎掰扯吗[笑哭],2025-12-04 20:56:11,0,否,,2026-01-21 12:50:42,B站评论_BV19D2aBhEPi_20260121_125153.xlsx,评论数据,2026-01-21 14:24:34,0.0,蔡欣颖
蔡欣颖,2984,273536000000.0,冬泳帅鸽,440548690.0,嘻嘻 促使你买房买车[打call][打call],2025-09-02 17:34:09,0,否,,2026-01-21 13:03:20,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,2139,116508000000.0,微风吹过大腿弯,24386511.0,绝对支持新国标,2022-06-12 08:59:23,1,否,,2026-01-21 12:12:57,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,1.0,蔡欣颖
蔡欣颖,961,262825000000.0,让马宝再次瓜皮,179392660.0,整天搞两轮车，怎么弄。要不走路上班算了,2025-05-26 17:02:18,2,否,,2026-01-21 12:18:18,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,2638,245647000000.0,ManhattanCafeNo4,382051552.0,自行车市区里也基本到不了25，或者为了安全不敢那么快，也有电瓶车行车不规范的因素挤压自行车的空间,2024-10-31 12:00:21,0,否,,2026-01-21 12:14:09,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,805,244618000000.0,SeaCreatSky,3546770000000000.0,外卖员怎么生存？,2024-10-17 23:02:48,1,否,,2026-01-21 12:41:12,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,2370,263731000000.0,土卜盐,470416430.0,怪不得我觉得我的车没有别人快，别人看着和我一样电动车，卡卡超车,2025-05-25 14:36:54,0,否,,2026-01-21 12:23:26,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,1629,123502000000.0,尤同学很专注,1489304330.0,是吗？,2022-08-01 08:05:01,0,是,123436000000.0,2026-01-21 12:11:55,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,282,115422000000.0,紫阙霞烟,5040381.0,回复 @gongjiaosiji :这个emm有点过吧，那还真是没几个买的起[笑哭],2022-06-03 17:03:10,1,是,115353000000.0,2026-01-21 12:08:24,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,473,246420000000.0,狮子卡卡lionkaka,1100545231.0,25是合理的，别被网上那些玩骑行的误导了，搞个测速的，整天个30，40的骑，那不是正常日常骑车的速度。正常我们日常生活中安全骑自行车也就25这速度。再快了风险就高了。,2024-11-06 13:19:17,1,否,,2026-01-21 12:34:23,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,465,270167000000.0,东南亚猴子多,19227340.0,回复 @bili_3546878532651738 :就外卖乱窜吗？说路权？汽车法规套电动车上了不？[嗑瓜子],2025-07-26 20:04:39,6,是,268965000000.0,2026-01-21 12:52:28,B站评论_BV1ya84z3EaS_20260121_125405.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,1716,275006000000.0,在此输入验证码_____,43316101.0,骑摩托啊[藏狐]哦豁，禁摩哎[辣眼睛],2025-09-04 00:10:51,0,否,,2026-01-21 12:58:23,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,1276,262694000000.0,我是晓苇,2240166.0,那一开始就说是48V的，然后淘宝买一个九号的4812锂电池塞屁股下面 装模作样做一个线不就好了,2025-05-25 02:28:40,1,否,,2026-01-21 12:19:25,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,3086,172381000000.0,Mariko_amamiya,26503334.0,打一巴掌再给个甜枣？[doge],2023-06-29 22:34:38,0,否,,2026-01-21 12:15:51,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,2277,116027000000.0,尤同学很专注,1489304330.0,哈哈（⌒▽⌒）,2022-06-08 14:44:21,0,是,116025000000.0,2026-01-21 12:13:18,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,416,246660000000.0,fgjnfy,1983900930.0,难蚌,2024-11-09 12:23:27,0,是,246650000000.0,2026-01-21 12:34:12,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,216,262713000000.0,龘昊,3493280000000000.0,生产没问题，售卖没问题，一使用就有问题了，这是哪个宇宙的逻辑？,2025-05-25 11:17:07,97,否,,2026-01-21 12:17:06,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,306,282465000000.0,左呦明,592185761.0,电动车表示:这是国标，不支持一胎家庭。,2025-12-05 05:47:25,2,否,,2026-01-21 12:48:49,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,469,282211000000.0,不贰不良,1422701676.0,要它干嘛,2025-12-02 12:33:48,1,否,,2026-01-21 12:44:31,B站评论_BV1Y5SCBiE8M_20260121_124623.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,1267,132523000000.0,zhlyql880,354109640.0,先叫专家骑个200公里的电自在来定规则,2022-10-05 14:23:39,1,否,,2026-01-21 12:10:58,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,673,244648000000.0,灵蜥祭司,12803218.0,"大概明白了，实际上就是想把电动自行车变成自行车的性能，才能让它符合自行车的定位，算是想彻底封禁掉“摩托”这个东西，我骑的那个劲战四代按照标准应该属于摩托，
穷人要么走路要么乖乖骑不占地方的单薄自行车，给富人让出空间与车道。",2024-10-15 14:03:12,22,否,,2026-01-21 12:40:52,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,254,284486000000.0,好玩爱玩你玩不玩,3546740000000000.0,6，自己欠了钱从这里赚是吧？,2025-12-06 01:37:31,2,否,,2026-01-21 12:48:39,B站评论_BV19D2aBhEPi_20260121_125153.xlsx,评论数据,2026-01-21 14:24:34,2.0,蔡欣颖
蔡欣颖,2927,273577000000.0,小冠猹布哆德勒,10284599.0,35差不多,2025-09-03 02:15:24,0,否,,2026-01-21 13:03:05,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,854,282540000000.0,达瓦里氏Hebe,1465174378.0,不如走路,2025-12-05 22:22:07,0,否,,2026-01-21 12:33:07,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (2),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,230,284276000000.0,阴险侠,2063627110.0,这你可尬黑了,2025-12-03 23:01:47,6,是,282332000000.0,2026-01-21 13:06:46,B站评论_BV1M8S1BPERN_20260121_130914.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,1702,275027000000.0,星光璀璨如梦,32819902.0,骑自行车吧，蹬快点比电动车快,2025-09-04 10:16:06,0,否,,2026-01-21 12:58:23,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,766,244651000000.0,白日无光晦月明,32729702.0,这大聪明注意谁出的？我一定给他点赞，这是嫌经济太好啊。我建议限速20码，不能带人或载货，最好再收一下停车费。[嗑瓜子][嗑瓜子],2024-10-15 14:58:46,3,否,,2026-01-21 12:41:07,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,564,120601000000.0,依水和安_,321429276.0,回复 @尤胜亮说 :秒回[doge][doge],2022-07-13 09:29:17,1,是,120601000000.0,2026-01-21 12:08:55,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,3076,273497000000.0,又跑偏儿,3493270000000000.0,还没我骑共享单车的速度快[笑哭],2025-09-02 07:19:33,0,否,,2026-01-21 13:03:42,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,1823,246112000000.0,Sky_ze,33760851.0,速度快就该买保险，考驾照。那些脖子焊死的电驴高速在车道里变来变去不打灯，害人害己。,2024-11-06 08:37:19,0,否,,2026-01-21 12:39:26,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,2600,274024000000.0,熊猫树鸟德,12361674.0,好事情啊，涨人工费啊，,2025-09-07 22:39:08,0,否,,2026-01-21 13:01:48,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,1.0,蔡欣颖
蔡欣颖,246,284662000000.0,出水芙豚,24996140.0,故意弄成这样的，就是后续改装！现在被停售召回了,2025-12-07 18:49:48,1,否,,2026-01-21 12:30:05,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (13),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,547,246344000000.0,北河望夏,1625055981.0,18巡航无话可说,2024-11-09 08:02:29,0,是,246343000000.0,2026-01-21 12:34:38,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,399,178424000000.0,安琪Rove,2015151879.0,砖家的脑袋都是砖头做的，[大笑]长期以来中国的一些所谓的专家脱离了生活都是纸上谈兵，不切实际。但是话语权在它们手里，老百姓无能为力，只能被动接受。             首先，电动车的定位是服务平民大众，马云，马化腾或者砖家领导肯定不会天天骑着电动车出门。第二电动车便宜，二轮的两千左右，三轮的也就五千左右，大众平民能接受，并且能满足日常出行或者老百姓装货需要。第三不需要驾照，虽然站在九年义务教育已普及，但不可否认现在中国仍有相当大一部分老人不认字考不了驾照，或者买不起车，电动车就成了代步首选！新规的出台对精英阶层没有任何影响，但对于有需要的人来说，电动车就变成了鸡肋！,2023-08-01 23:57:25,6,否,,2026-01-21 12:08:34,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,2622,282397000000.0,想要一个逗猫棒,76381365.0,禁摩托买汽车 禁电动 买电动汽车,2025-12-04 13:02:45,0,否,,2026-01-21 12:14:09,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,82,244648000000.0,星空椛火,3290117.0,"这东西就应该分电动自行车（电助力自行车）和电动摩托车，电摩托就按照摩托车进行管理，考驾照上牌照扣分，电动自行车就按照自行车处理，分开做最好。
至于电动车过饱和的问题，这个确实是难顶。",2024-10-15 14:04:26,470,否,,2026-01-21 12:39:50,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,286,244501000000.0,dennispanther88,51709097.0,当年广东搞禁摩一个不太好说的原因是打击飞车党，天眼系统铺开后这个需求确实已经不成立了，是时候重新开襟摩托了,2024-10-16 11:03:38,3,是,244648000000.0,2026-01-21 12:40:15,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,2996,273530000000.0,Bestow丶,11574073.0,笑死,2025-09-02 16:12:59,0,否,,2026-01-21 13:03:20,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,539,270205000000.0,鲜红脚跟的芭万希,312880239.0,笑死，都踏马用上霓虹语来绕开阿瓦隆了,2025-07-27 01:40:53,3,是,270204000000.0,2026-01-21 12:52:33,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (11),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,714,262850000000.0,战地老中醫,1563555.0,人民有需求，为啥开电动车送货？谁不想开奔驰上班呢？为啥要为难普通人？还罚得那么重，罚一次好几天白干[辣眼睛],2025-05-26 21:50:25,10,否,,2026-01-21 12:17:48,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,3772,262719000000.0,花朝233,389070152.0,好家伙我买的电自不用驾照那种直接给我装的 72v 电池,2025-05-25 12:25:53,0,否,,2026-01-21 12:28:34,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,343,284241000000.0,银发宅巫师,82075241.0,限速其实还好，真有速度需求这么高的都去考驾照上电摩了 最大的问题就是这价格 去店里一问全部都三四千都跟要证的摩托一个价了😓 让人怎么买下手,2025-12-03 17:02:38,3,否,,2026-01-21 13:06:56,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (5),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,698,284171000000.0,小火花丶,8371216.0,怎么回事,2025-12-02 21:38:39,0,否,,2026-01-21 13:08:18,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (5),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,872,118480000000.0,尤同学很专注,1489304330.0,是啊😁,2022-06-27 19:47:39,0,是,118437000000.0,2026-01-21 12:09:41,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,902,246463000000.0,终焉---始源,697011530.0,不是你随便蹬一脚有30？况且比自行车花好多钱？你的认知到底在哪个年代？自行车很便宜吗？,2024-11-06 23:00:25,0,否,,2026-01-21 12:35:55,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,572,246192000000.0,綾波レイ丶,18743980.0,25上坡是没问题，但是厂家电机低扭没给够[微笑][微笑],2024-11-07 09:21:13,1,否,,2026-01-21 12:34:43,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,276,282514000000.0,bili_57243570000,506352463.0,照样有带前框和后座的,2025-12-05 18:09:05,4,否,,2026-01-21 12:46:47,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (6),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,3129,169550000000.0,elsa游鱼,28287606.0,先把机动车在机动车道上拥堵  在非机动车道上堵路占道  在人行道上违停的问题解决了再说电瓶车吧,2023-06-11 20:21:02,0,否,,2026-01-21 12:16:02,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,392,284389000000.0,普-罗-比-斯,331192220.0,标准啥的都不用改，骑电动车考证，违章了罚款扣分，跟机动车一样就行了，我们这到处都是小年轻带着人满大街瞎窜的，你甭管他是机动车道非机动车道还是人行道，只要那地方不是一堵墙他都能骑上去，也甭管事什么灯，只要车没开到自己跟前就能过，因为这些人认为交规是给开汽车的人制定的和自己没关系。,2025-12-05 03:54:45,6,否,,2026-01-21 12:08:29,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,1832,246112000000.0,往返式运动爱好者,61183785.0,交强险画个重点。,2024-11-06 08:17:46,0,否,,2026-01-21 12:39:31,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,843,275081000000.0,何亦,232718449.0,那电瓶车废了,2025-09-04 21:32:43,0,是,275001000000.0,2026-01-21 12:55:21,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,426,282583000000.0,乔尼娜凶样,41215852.0,专家们根本不知民间疾苦只知道按自己想法出馊主意,2025-12-06 11:51:01,1,否,,2026-01-21 12:49:15,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,148,244978000000.0,不統不改名統了不改心,15914370.0,回复 @和善的目光 :我开货车的，反而我觉得真的能如楼主所说的推行对我们是好事,2024-10-22 17:05:57,21,是,244572000000.0,2026-01-21 12:39:50,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,1.0,蔡欣颖
